Retailer,InvoiceDate,Region,State,City,Product,Price per Unit,UnitsSold,TotalSales,OperatingProfit,OperatingMargin,SalesMethod,state_code
sports direct,2019-12-08,West,Colorado,Denver,Men's Street Footwear,70.0,1799,125930.0,68000.0,54.0,Online,CO
kohl's,2019-12-08,South,Alabama,Birmingham,Women's Apparel,60.0,1729,103740.0,45650.0,44.0,Outlet,AL
foot locker,2019-12-08,West,California,San Francisco,Women's Apparel,30.0,1187,35610.0,12110.0,34.0,In-store,CA
kohl's,2019-12-08,South,Tennessee,Knoxville,Women's Street Footwear,50.0,1348,67400.0,23590.0,35.0,Outlet,TN
sports direct,2019-12-08,West,Washington,Seattle,Women's Apparel,35.0,1498,52430.0,28310.0,54.0,In-store,WA
kohl's,2019-12-08,South,Mississippi,Jackson,Women's Street Footwear,40.0,1466,58640.0,29320.0,50.0,Online,MS
walmart,2019-12-08,Southeast,Kentucky,Louisville,Women's Apparel,65.0,1966,127790.0,58780.0,46.0,Online,KY
kohl's,2019-12-08,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.0,1263,50520.0,26780.0,53.0,In-store,SD
walmart,2019-12-08,West,Washington,Seattle,Men's Apparel,45.0,1538,69210.0,29070.0,42.0,In-store,WA
foot locker,2019-12-08,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65.0,1990,129350.0,59500.0,46.0,Online,PA
west gear,2019-12-08,Northeast,Massachusetts,Boston,Women's Athletic Footwear,60.0,1558,93480.0,46740.0,50.0,Online,MA
kohl's,2019-12-08,West,Arizona,Phoenix,Men's Athletic Footwear,50.0,1957,97850.0,39140.0,40.0,Outlet,AZ
west gear,2019-12-08,Northeast,Rhode Island,Providence,Women's Street Footwear,45.0,1434,64530.0,33560.0,52.0,In-store,RI
kohl's,2019-12-09,Northeast,Rhode Island,Providence,Men's Street Footwear,50.0,1870,93500.0,43940.0,47.0,Online,RI
foot locker,2019-12-09,West,Hawaii,Honolulu,Women's Apparel,65.0,1064,69160.0,22130.0,32.0,Online,HI
foot locker,2019-12-09,West,Nevada,Las Vegas,Men's Athletic Footwear,30.0,1181,35430.0,18420.0,52.0,Outlet,NV
foot locker,2019-12-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,60.0,1837,110220.0,60620.0,55.0,Online,SD
amazon,2019-12-09,West,Alaska,Anchorage,Men's Street Footwear,45.0,1900,85500.0,31640.0,37.0,Online,AK
foot locker,2019-12-09,Northeast,New Jersey,Newark,Men's Street Footwear,50.0,1402,70100.0,26640.0,38.0,In-store,NJ
west gear,2019-12-09,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,40.0,1090,43600.0,20060.0,46.0,Outlet,WI
kohl's,2019-12-09,Midwest,Illinois,Chicago,Women's Street Footwear,55.0,1463,80465.0,44260.0,55.0,In-store,IL
foot locker,2019-12-09,Northeast,West Virginia,Charleston,Women's Athletic Footwear,55.0,1846,101530.0,57870.0,56.9999999999999,In-store,WV
sports direct,2019-12-09,South,Louisiana,New Orleans,Women's Street Footwear,45.0,1237,55665.0,27830.0,50.0,Online,LA
walmart,2019-12-09,Southeast,North Carolina,Charlotte,Men's Apparel,70.0,1017,71190.0,25630.0,36.0,Outlet,NC
sports direct,2019-12-09,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45.0,1772,79740.0,34290.0,43.0,In-store,NH
kohl's,2019-12-09,Northeast,Rhode Island,Providence,Men's Apparel,35.0,1005,35175.0,18640.0,53.0,Online,RI
west gear,2019-12-09,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40.0,1072,42880.0,19300.0,45.0,Outlet,GA
foot locker,2019-12-09,West,Utah,Salt Lake City,Men's Athletic Footwear,50.0,1279,63950.0,22380.0,35.0,Online,UT
foot locker,2019-12-09,Northeast,Pennsylvania,Philadelphia,Men's Apparel,30.0,1237,37110.0,20780.0,56.0,Outlet,PA
foot locker,2019-12-09,South,Oklahoma,Oklahoma City,Women's Apparel,45.0,1944,87480.0,32370.0,37.0,Outlet,OK
sports direct,2019-12-09,Northeast,Rhode Island,Providence,Men's Apparel,55.0,1125,61875.0,21660.0,35.0,Online,RI
sports direct,2019-12-09,Southeast,South Carolina,Charleston,Men's Apparel,45.0,1183,53235.0,20760.0,39.0,In-store,SC
kohl's,2019-12-09,Southeast,Virginia,Richmond,Men's Street Footwear,45.0,1513,68085.0,21790.0,32.0,In-store,VA
walmart,2019-12-09,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,1453,79915.0,24770.0,31.0,In-store,AK
walmart,2019-12-09,Southeast,South Carolina,Charleston,Men's Street Footwear,45.0,1751,78795.0,40970.0,52.0,In-store,SC
west gear,2019-12-09,Midwest,Ohio,Columbus,Women's Athletic Footwear,50.0,1662,83100.0,38230.0,46.0,Outlet,OH
amazon,2019-12-09,West,Idaho,Boise,Men's Street Footwear,65.0,1269,82485.0,33820.0,41.0,Online,ID
west gear,2019-12-09,South,Louisiana,New Orleans,Men's Street Footwear,45.0,1135,51075.0,27070.0,53.0,Outlet,LA
foot locker,2019-12-10,South,Alabama,Birmingham,Men's Street Footwear,55.0,1235,67925.0,24450.0,36.0,In-store,AL
kohl's,2019-12-10,South,Louisiana,New Orleans,Men's Apparel,65.0,1984,128960.0,43850.0,34.0,Outlet,LA
walmart,2019-12-10,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,30.0,1450,43500.0,20010.0,46.0,In-store,WI
sports direct,2019-12-10,West,Utah,Salt Lake City,Men's Athletic Footwear,40.0,1666,66640.0,35320.0,53.0,Outlet,UT
walmart,2019-12-10,South,Tennessee,Knoxville,Men's Apparel,35.0,1065,37275.0,11560.0,31.0,In-store,TN
walmart,2019-12-10,Midwest,Missouri,St. Louis,Women's Apparel,45.0,1113,50085.0,19530.0,39.0,In-store,MO
west gear,2019-12-10,West,Hawaii,Honolulu,Women's Apparel,40.0,1601,64040.0,26260.0,41.0,Online,HI
amazon,2019-12-10,Northeast,New Hampshire,Manchester,Women's Apparel,55.0,1270,69850.0,23050.0,33.0,Online,NH
kohl's,2019-12-10,South,Tennessee,Knoxville,Men's Apparel,50.0,1153,57650.0,19020.0,33.0,Online,TN
sports direct,2019-12-10,West,Utah,Salt Lake City,Men's Athletic Footwear,40.0,1873,74920.0,26220.0,35.0,Online,UT
west gear,2019-12-10,South,Tennessee,Knoxville,Women's Apparel,50.0,1934,96700.0,39650.0,41.0,Online,TN
amazon,2019-12-10,Northeast,Pennsylvania,Philadelphia,Women's Apparel,35.0,1652,57820.0,27180.0,47.0,Online,PA
west gear,2019-12-10,South,Arkansas,Little Rock,Women's Street Footwear,65.0,1577,102505.0,48180.0,47.0,Outlet,AR
west gear,2019-12-10,Midwest,Illinois,Chicago,Women's Athletic Footwear,55.0,1128,62040.0,35360.0,56.9999999999999,In-store,IL
sports direct,2019-12-10,Northeast,Massachusetts,Boston,Men's Apparel,35.0,1780,62300.0,33020.0,53.0,Online,MA
walmart,2019-12-10,West,Alaska,Anchorage,Men's Athletic Footwear,50.0,1613,80650.0,30650.0,38.0,In-store,AK
amazon,2019-12-10,West,Alaska,Anchorage,Women's Athletic Footwear,45.0,1883,84735.0,32200.0,38.0,Online,AK
west gear,2019-12-10,South,Alabama,Birmingham,Women's Apparel,55.0,1324,72820.0,40050.0,55.0,Outlet,AL
foot locker,2019-12-10,Southeast,Kentucky,Louisville,Men's Athletic Footwear,65.0,1542,100230.0,46110.0,46.0,Outlet,KY
sports direct,2019-12-10,Southeast,Kentucky,Louisville,Women's Apparel,40.0,1375,55000.0,27500.0,50.0,Outlet,KY
sports direct,2019-12-10,Midwest,Montana,Billings,Men's Apparel,50.0,1060,53000.0,17490.0,33.0,In-store,MT
west gear,2019-12-10,West,Arizona,Phoenix,Men's Apparel,55.0,1619,89045.0,41850.0,47.0,In-store,AZ
sports direct,2019-12-10,South,Tennessee,Knoxville,Women's Athletic Footwear,35.0,1694,59290.0,24310.0,41.0,Online,TN
kohl's,2019-12-10,Southeast,Florida,Orlando,Women's Street Footwear,40.0,1025,41000.0,20500.0,50.0,Outlet,FL
west gear,2019-12-10,West,Nevada,Las Vegas,Men's Street Footwear,65.0,1959,127335.0,64940.0,51.0,Online,NV
foot locker,2019-12-11,West,Hawaii,Honolulu,Women's Apparel,65.0,1443,93795.0,54400.0,57.9999999999999,Outlet,HI
kohl's,2019-12-11,Midwest,Missouri,St. Louis,Women's Apparel,50.0,1816,90800.0,38140.0,42.0,Online,MO
kohl's,2019-12-11,Northeast,New York,New York,Women's Athletic Footwear,50.0,1926,96300.0,44300.0,46.0,Online,NY
foot locker,2019-12-11,Northeast,New York,Albany,Men's Street Footwear,60.0,1164,69840.0,25140.0,36.0,Outlet,NY
west gear,2019-12-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,70.0,1836,128520.0,69400.0,54.0,Outlet,WY
west gear,2019-12-11,Midwest,Michigan,Detroit,Men's Street Footwear,70.0,1012,70840.0,21960.0,31.0,Outlet,MI
west gear,2019-12-11,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,45.0,1728,77760.0,36550.0,47.0,Outlet,NC
west gear,2019-12-11,South,Alabama,Birmingham,Men's Apparel,55.0,1255,69025.0,33130.0,48.0,In-store,AL
walmart,2019-12-11,South,Tennessee,Knoxville,Women's Apparel,30.0,1001,30030.0,14710.0,49.0,Online,TN
kohl's,2019-12-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,35.0,1411,49385.0,20250.0,41.0,Online,VT
kohl's,2019-12-11,Midwest,Ohio,Columbus,Women's Apparel,40.0,1982,79280.0,27750.0,35.0,Outlet,OH
kohl's,2019-12-11,South,Tennessee,Knoxville,Men's Street Footwear,35.0,1786,62510.0,33130.0,53.0,Online,TN
foot locker,2019-12-11,Southeast,North Carolina,Charlotte,Men's Apparel,50.0,1718,85900.0,49820.0,57.9999999999999,In-store,NC
west gear,2019-12-11,West,Washington,Seattle,Women's Apparel,35.0,1267,44345.0,19510.0,44.0,Online,WA
west gear,2019-12-11,West,Idaho,Boise,Men's Athletic Footwear,60.0,1576,94560.0,47280.0,50.0,Online,ID
amazon,2019-12-11,Northeast,New York,New York,Women's Street Footwear,45.0,1101,49545.0,25760.0,52.0,Online,NY
sports direct,2019-12-11,Midwest,Iowa,Des Moines,Men's Apparel,35.0,1240,43400.0,20400.0,47.0,In-store,IA
sports direct,2019-12-11,Southeast,Kentucky,Louisville,Women's Athletic Footwear,55.0,1759,96745.0,51270.0,53.0,Outlet,KY
sports direct,2019-12-11,South,Arkansas,Little Rock,Men's Apparel,50.0,1522,76100.0,37290.0,49.0,In-store,AR
sports direct,2019-12-11,Southeast,Virginia,Richmond,Women's Athletic Footwear,35.0,1836,64260.0,32770.0,51.0,Outlet,VA
west gear,2019-12-11,Southeast,Georgia,Atlanta,Women's Athletic Footwear,45.0,1092,49140.0,26540.0,54.0,Outlet,GA
west gear,2019-12-11,South,Tennessee,Knoxville,Women's Street Footwear,35.0,1368,47880.0,19150.0,40.0,Outlet,TN
amazon,2019-12-11,South,Texas,Dallas,Women's Apparel,60.0,1496,89760.0,52060.0,57.9999999999999,Online,TX
amazon,2019-12-11,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35.0,1604,56140.0,18530.0,33.0,Online,NE
foot locker,2019-12-11,West,Hawaii,Honolulu,Women's Street Footwear,70.0,1589,111230.0,56730.0,51.0,Outlet,HI
amazon,2019-12-12,Midwest,North Dakota,Fargo,Women's Street Footwear,55.0,1369,75295.0,25600.0,34.0,Online,ND
west gear,2019-12-12,Northeast,Delaware,Wilmington,Women's Apparel,65.0,1213,78845.0,37850.0,48.0,Outlet,DE
amazon,2019-12-12,South,Oklahoma,Oklahoma City,Men's Apparel,45.0,1218,54810.0,29050.0,53.0,Online,OK
kohl's,2019-12-12,Southeast,North Carolina,Charlotte,Women's Street Footwear,35.0,1486,52010.0,25480.0,49.0,Outlet,NC
sports direct,2019-12-12,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,70.0,1868,130760.0,62760.0,48.0,In-store,OK
foot locker,2019-12-12,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,45.0,1910,85950.0,49850.0,57.9999999999999,In-store,PA
walmart,2019-12-12,Southeast,South Carolina,Charleston,Men's Street Footwear,50.0,1712,85600.0,41090.0,48.0,Online,SC
foot locker,2019-12-12,Southeast,Virginia,Richmond,Men's Athletic Footwear,65.0,1239,80535.0,44290.0,55.0,Outlet,VA
foot locker,2019-12-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,30.0,1283,38490.0,17710.0,46.0,In-store,WY
kohl's,2019-12-12,West,Washington,Seattle,Women's Apparel,55.0,1282,70510.0,35960.0,51.0,Online,WA
foot locker,2019-12-12,Southeast,North Carolina,Charlotte,Men's Apparel,50.0,1435,71750.0,40900.0,56.9999999999999,Online,NC
walmart,2019-12-12,Midwest,Illinois,Chicago,Women's Street Footwear,45.0,1912,86040.0,37860.0,44.0,Outlet,IL
walmart,2019-12-12,South,Arkansas,Little Rock,Men's Street Footwear,35.0,1877,65695.0,24310.0,37.0,Online,AR
walmart,2019-12-12,Northeast,New York,New York,Men's Street Footwear,50.0,1700,85000.0,30600.0,36.0,Outlet,NY
amazon,2019-12-12,Northeast,Delaware,Wilmington,Men's Apparel,55.0,1807,99385.0,32800.0,33.0,Online,DE
sports direct,2019-12-12,Northeast,Delaware,Wilmington,Women's Apparel,65.0,1421,92365.0,36020.0,39.0,In-store,DE
west gear,2019-12-12,West,New Mexico,Albuquerque,Women's Apparel,60.0,1612,96720.0,29020.0,30.0,Online,NM
west gear,2019-12-12,South,Oklahoma,Oklahoma City,Women's Street Footwear,65.0,1752,113880.0,36440.0,32.0,In-store,OK
west gear,2019-12-12,West,Utah,Salt Lake City,Women's Street Footwear,30.0,1111,33330.0,19330.0,57.9999999999999,Online,UT
sports direct,2019-12-12,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,35.0,1614,56490.0,25990.0,46.0,In-store,IN
walmart,2019-12-12,Southeast,South Carolina,Charleston,Men's Athletic Footwear,40.0,1445,57800.0,17340.0,30.0,Outlet,SC
kohl's,2019-12-12,South,Tennessee,Knoxville,Women's Street Footwear,40.0,1523,60920.0,26800.0,44.0,In-store,TN
amazon,2019-12-12,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,70.0,1989,139230.0,50120.0,36.0,Online,OK
walmart,2019-12-12,Southeast,Virginia,Richmond,Men's Athletic Footwear,40.0,1522,60880.0,28000.0,46.0,Online,VA
foot locker,2019-12-12,Midwest,Illinois,Chicago,Women's Athletic Footwear,65.0,1889,122785.0,71220.0,57.9999999999999,Outlet,IL
walmart,2019-12-13,Southeast,Kentucky,Louisville,Women's Street Footwear,30.0,1369,41070.0,15200.0,37.0,Outlet,KY
walmart,2019-12-13,Northeast,Rhode Island,Providence,Men's Apparel,30.0,1483,44490.0,21800.0,49.0,Online,RI
walmart,2019-12-13,West,Washington,Seattle,Women's Apparel,65.0,1492,96980.0,29090.0,30.0,In-store,WA
sports direct,2019-12-13,Southeast,Kentucky,Louisville,Men's Street Footwear,50.0,1078,53900.0,24790.0,46.0,Online,KY
sports direct,2019-12-13,West,New Mexico,Albuquerque,Men's Apparel,30.0,1629,48870.0,25900.0,53.0,Online,NM
kohl's,2019-12-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,65.0,1957,127205.0,43250.0,34.0,Outlet,GA
sports direct,2019-12-13,Southeast,South Carolina,Charleston,Women's Athletic Footwear,40.0,1576,63040.0,24590.0,39.0,Outlet,SC
foot locker,2019-12-13,West,Nevada,Las Vegas,Women's Athletic Footwear,60.0,1481,88860.0,39990.0,45.0,Online,NV
west gear,2019-12-13,West,Colorado,Denver,Women's Apparel,50.0,1388,69400.0,36780.0,53.0,Online,CO
west gear,2019-12-13,Southeast,North Carolina,Charlotte,Women's Street Footwear,40.0,1403,56120.0,17960.0,32.0,Outlet,NC
kohl's,2019-12-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,40.0,1431,57240.0,26900.0,47.0,Outlet,MA
west gear,2019-12-13,Southeast,Virginia,Richmond,Men's Street Footwear,50.0,1228,61400.0,30700.0,50.0,Online,VA
kohl's,2019-12-13,Midwest,Minnesota,Minneapolis,Women's Street Footwear,35.0,1017,35595.0,17440.0,49.0,Online,MN
west gear,2019-12-13,West,Oregon,Portland,Men's Street Footwear,65.0,1947,126555.0,41760.0,33.0,In-store,OR
walmart,2019-12-13,West,Washington,Seattle,Men's Street Footwear,35.0,1412,49420.0,24220.0,49.0,In-store,WA
foot locker,2019-12-13,Northeast,Rhode Island,Providence,Men's Athletic Footwear,60.0,1040,62400.0,20590.0,33.0,Outlet,RI
sports direct,2019-12-13,West,Hawaii,Honolulu,Men's Street Footwear,35.0,1903,66605.0,27970.0,42.0,Online,HI
kohl's,2019-12-13,South,Mississippi,Jackson,Women's Athletic Footwear,50.0,1404,70200.0,28080.0,40.0,Outlet,MS
walmart,2019-12-13,Northeast,Delaware,Wilmington,Men's Athletic Footwear,35.0,1319,46165.0,25850.0,56.0,Online,DE
foot locker,2019-12-13,South,Tennessee,Knoxville,Men's Athletic Footwear,50.0,1890,94500.0,49140.0,52.0,Online,TN
amazon,2019-12-13,South,Texas,Houston,Men's Athletic Footwear,35.0,1941,67935.0,30570.0,45.0,Online,TX
sports direct,2019-12-13,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,40.0,1451,58040.0,19730.0,34.0,In-store,NC
west gear,2019-12-13,Northeast,New Hampshire,Manchester,Women's Apparel,55.0,1066,58630.0,22870.0,39.0,In-store,NH
amazon,2019-12-13,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,55.0,1179,64845.0,31770.0,49.0,Online,SD
west gear,2019-12-13,Midwest,Indiana,Indianapolis,Women's Street Footwear,35.0,1182,41370.0,21510.0,52.0,In-store,IN
walmart,2019-12-14,Northeast,Connecticut,Hartford,Women's Athletic Footwear,65.0,1033,67145.0,28870.0,43.0,Online,CT
west gear,2019-12-14,West,Alaska,Anchorage,Women's Street Footwear,35.0,1254,43890.0,17990.0,41.0,In-store,AK
sports direct,2019-12-14,Northeast,West Virginia,Charleston,Women's Apparel,35.0,1240,43400.0,22570.0,52.0,In-store,WV
kohl's,2019-12-14,Midwest,Illinois,Chicago,Women's Apparel,65.0,1016,66040.0,38300.0,57.9999999999999,Online,IL
west gear,2019-12-14,South,Mississippi,Jackson,Women's Athletic Footwear,55.0,1339,73645.0,40500.0,55.0,Online,MS
amazon,2019-12-14,Southeast,Kentucky,Louisville,Men's Athletic Footwear,60.0,1011,60660.0,34580.0,56.9999999999999,Online,KY
west gear,2019-12-14,Midwest,South Dakota,Sioux Falls,Men's Apparel,40.0,1410,56400.0,25940.0,46.0,In-store,SD
kohl's,2019-12-14,Midwest,Montana,Billings,Men's Athletic Footwear,35.0,1562,54670.0,19130.0,35.0,In-store,MT
west gear,2019-12-14,West,Colorado,Denver,Men's Athletic Footwear,45.0,1516,68220.0,25240.0,37.0,Outlet,CO
west gear,2019-12-14,West,Nevada,Las Vegas,Men's Street Footwear,55.0,1345,73975.0,26630.0,36.0,Online,NV
walmart,2019-12-14,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40.0,1409,56360.0,17470.0,31.0,Online,KY
kohl's,2019-12-14,Midwest,Michigan,Detroit,Women's Athletic Footwear,30.0,1318,39540.0,20960.0,53.0,Outlet,MI
sports direct,2019-12-14,Midwest,Ohio,Columbus,Men's Apparel,55.0,1828,100540.0,56300.0,56.0,Online,OH
sports direct,2019-12-14,South,Oklahoma,Oklahoma City,Men's Street Footwear,60.0,1161,69660.0,30650.0,44.0,In-store,OK
west gear,2019-12-14,Southeast,Kentucky,Louisville,Men's Athletic Footwear,55.0,1703,93665.0,46830.0,50.0,Outlet,KY
kohl's,2019-12-14,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,55.0,1930,106150.0,43520.0,41.0,Online,MN
sports direct,2019-12-14,West,Arizona,Phoenix,Men's Athletic Footwear,70.0,1970,137900.0,67570.0,49.0,In-store,AZ
amazon,2019-12-14,West,Nevada,Las Vegas,Men's Apparel,70.0,1023,71610.0,24350.0,34.0,Online,NV
west gear,2019-12-14,West,Wyoming,Cheyenne,Men's Street Footwear,45.0,1389,62505.0,20000.0,32.0,Outlet,WY
foot locker,2019-12-14,Southeast,Kentucky,Louisville,Women's Apparel,35.0,1176,41160.0,12760.0,31.0,Outlet,KY
west gear,2019-12-14,South,Oklahoma,Oklahoma City,Women's Street Footwear,30.0,1439,43170.0,12950.0,30.0,Online,OK
foot locker,2019-12-14,West,California,San Francisco,Men's Street Footwear,35.0,1718,60130.0,33070.0,55.0,Outlet,CA
amazon,2019-12-14,Midwest,North Dakota,Fargo,Women's Athletic Footwear,65.0,1780,115700.0,65950.0,56.9999999999999,Online,ND
sports direct,2019-12-14,South,Louisiana,New Orleans,Men's Athletic Footwear,30.0,1257,37710.0,13580.0,36.0,In-store,LA
foot locker,2019-12-14,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,55.0,1260,69300.0,24260.0,35.0,Online,IN
sports direct,2019-12-15,South,Oklahoma,Oklahoma City,Men's Apparel,65.0,1390,90350.0,53310.0,59.0,In-store,OK
west gear,2019-12-15,West,Colorado,Denver,Men's Apparel,40.0,1832,73280.0,40300.0,55.0,Online,CO
sports direct,2019-12-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,50.0,1731,86550.0,45870.0,53.0,Online,MI
west gear,2019-12-15,Midwest,Nebraska,Omaha,Men's Apparel,65.0,1625,105625.0,49640.0,47.0,In-store,NE
walmart,2019-12-15,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,45.0,1173,52785.0,16890.0,32.0,Outlet,PA
walmart,2019-12-15,South,Arkansas,Little Rock,Women's Athletic Footwear,35.0,1034,36190.0,10860.0,30.0,Outlet,AR
west gear,2019-12-15,South,Oklahoma,Oklahoma City,Men's Apparel,50.0,1372,68600.0,21270.0,31.0,Online,OK
sports direct,2019-12-15,Southeast,North Carolina,Charlotte,Women's Apparel,60.0,1943,116580.0,43130.0,37.0,Outlet,NC
west gear,2019-12-15,South,Texas,Dallas,Men's Street Footwear,65.0,1632,106080.0,37130.0,35.0,Online,TX
foot locker,2019-12-15,Southeast,Virginia,Richmond,Men's Street Footwear,65.0,1274,82810.0,26500.0,32.0,Online,VA
walmart,2019-12-15,Northeast,New York,New York,Men's Street Footwear,60.0,1516,90960.0,34560.0,38.0,Online,NY
walmart,2019-12-15,Southeast,South Carolina,Charleston,Men's Street Footwear,55.0,1967,108185.0,64910.0,60.0,Outlet,SC
amazon,2019-12-15,Midwest,Kansas,Wichita,Women's Athletic Footwear,50.0,1662,83100.0,49030.0,59.0,Online,KS
walmart,2019-12-15,West,Washington,Seattle,Men's Athletic Footwear,40.0,1890,75600.0,38560.0,51.0,Online,WA
kohl's,2019-12-15,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,45.0,1863,83835.0,45270.0,54.0,Outlet,IN
sports direct,2019-12-15,Southeast,Georgia,Atlanta,Women's Athletic Footwear,60.0,1935,116100.0,66180.0,56.9999999999999,Outlet,GA
walmart,2019-12-15,Northeast,West Virginia,Charleston,Women's Apparel,30.0,1739,52170.0,18780.0,36.0,Online,WV
sports direct,2019-12-15,Northeast,Maryland,Baltimore,Women's Street Footwear,35.0,1973,69055.0,33150.0,48.0,Online,MD
kohl's,2019-12-15,Southeast,Virginia,Richmond,Women's Apparel,35.0,1570,54950.0,23630.0,43.0,Outlet,VA
west gear,2019-12-15,South,Louisiana,New Orleans,Men's Street Footwear,70.0,1028,71960.0,23030.0,32.0,Outlet,LA
